timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718987430835,624,HTTP Request,200,OK,Thread Group 180 1-66,text,true,,1708,14350,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,624,0,122
1718987431169,662,HTTP Request,200,OK,Thread Group 180 1-67,text,true,,1708,14352,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,662,0,116
1718987431502,750,HTTP Request,200,OK,Thread Group 180 1-68,text,true,,1708,17619,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,750,0,138
1718987431836,651,HTTP Request,200,OK,Thread Group 180 1-69,text,true,,1708,14484,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,651,0,117
1718987432169,625,HTTP Request,200,OK,Thread Group 180 1-70,text,true,,1708,12203,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,625,0,127
1718987432502,611,HTTP Request,200,OK,Thread Group 180 1-71,text,true,,1712,12426,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,611,0,121
1718987432834,674,HTTP Request,200,OK,Thread Group 180 1-72,text,true,,1708,13715,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,674,0,135
1718987433167,819,HTTP Request,200,OK,Thread Group 180 1-73,text,true,,1708,16291,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,819,0,130
1718987433500,654,HTTP Request,200,OK,Thread Group 180 1-74,text,true,,1708,13400,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,654,0,127
1718987433832,707,HTTP Request,200,OK,Thread Group 180 1-75,text,true,,1712,16027,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,707,0,159
1718987434166,682,HTTP Request,200,OK,Thread Group 180 1-76,text,true,,1708,18569,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,682,0,143
1718987434499,627,HTTP Request,200,OK,Thread Group 180 1-77,text,true,,1708,12800,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,625,0,137
1718987434832,665,HTTP Request,200,OK,Thread Group 180 1-78,text,true,,1708,14099,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,665,0,166
1718987435166,647,HTTP Request,200,OK,Thread Group 180 1-79,text,true,,1708,14241,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,647,0,140
1718987435499,679,HTTP Request,200,OK,Thread Group 180 1-80,text,true,,1708,13431,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,679,0,161
1718987435831,608,HTTP Request,200,OK,Thread Group 180 1-81,text,true,,1708,12255,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,608,0,124
