timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718979063125,703,HTTP Request,200,OK,Thread Group 120 1-111,text,true,,1708,14902,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,703,0,130
1718979063626,707,HTTP Request,200,OK,Thread Group 120 1-112,text,true,,1708,15094,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,707,0,147
1718979064126,756,HTTP Request,200,OK,Thread Group 120 1-113,text,true,,1708,14899,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,756,0,134
1718979064625,760,HTTP Request,200,OK,Thread Group 120 1-114,text,true,,1708,15053,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,760,0,171
1718979065125,720,HTTP Request,200,OK,Thread Group 120 1-115,text,true,,1708,17795,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,720,0,138
1718979065626,718,HTTP Request,200,OK,Thread Group 120 1-116,text,true,,1708,17186,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,718,0,126
1718979066126,724,HTTP Request,200,OK,Thread Group 120 1-117,text,true,,1708,14014,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,723,0,120
1718979066626,739,HTTP Request,200,OK,Thread Group 120 1-118,text,true,,1708,13709,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,739,0,137
1718979067127,843,HTTP Request,200,OK,Thread Group 120 1-119,text,true,,1708,13881,2,2,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,843,0,242
1718979067626,688,HTTP Request,200,OK,Thread Group 120 1-120,text,true,,1708,13791,1,1,https://skripsi-vgg-psp6a4cyiq-et.a.run.app/upload,688,0,115
